ID Date gender age handiness kind user truth accurate
bob71 2021-01-26 05:36:28.568231+00:00 male 26 right cartoon sad sad 1
bob71 2021-01-26 05:36:28.568231+00:00 male 26 right cartoon neutral neutral 1
bob71 2021-01-26 05:36:28.568231+00:00 male 26 right cartoon sad sad 1
bob71 2021-01-26 05:36:28.568231+00:00 male 26 right cartoon sad sad 1
bob71 2021-01-26 05:36:28.568231+00:00 male 26 right cartoon neutral neutral 1
bob71 2021-01-26 05:36:28.568231+00:00 male 26 right cartoon neutral neutral 1
bob71 2021-01-26 05:36:28.568231+00:00 male 26 right cartoon happy happy 1
bob71 2021-01-26 05:36:28.568231+00:00 male 26 right cartoon neutral neutral 1
bob71 2021-01-26 05:36:28.568231+00:00 male 26 right cartoon happy happy 1
bob71 2021-01-26 05:36:28.568231+00:00 male 26 right cartoon neutral neutral 1
bob71 2021-01-26 05:36:28.568231+00:00 male 26 right cartoon happy happy 1
bob71 2021-01-26 05:36:28.568231+00:00 male 26 right cartoon happy happy 1
bob71 2021-01-26 05:36:28.568231+00:00 male 26 right cartoon happy happy 1
bob71 2021-01-26 05:36:28.568231+00:00 male 26 right cartoon happy happy 1
bob71 2021-01-26 05:36:28.568231+00:00 male 26 right cartoon happy happy 1
bob71 2021-01-26 05:36:28.568231+00:00 male 26 right cartoon sad sad 1
bob71 2021-01-26 05:36:28.568231+00:00 male 26 right cartoon neutral neutral 1
bob71 2021-01-26 05:36:28.568231+00:00 male 26 right cartoon happy happy 1
bob71 2021-01-26 05:36:28.568231+00:00 male 26 right cartoon neutral neutral 1
bob71 2021-01-26 05:36:28.568231+00:00 male 26 right cartoon sad sad 1
bob71 2021-01-26 05:36:28.568231+00:00 male 26 right cartoon neutral neutral 1
bob71 2021-01-26 05:36:28.568231+00:00 male 26 right cartoon neutral neutral 1
bob71 2021-01-26 05:36:28.568231+00:00 male 26 right cartoon happy happy 1
bob71 2021-01-26 05:36:28.568231+00:00 male 26 right cartoon neutral neutral 1
bob71 2021-01-26 05:36:28.568231+00:00 male 26 right cartoon sad sad 1
bob71 2021-01-26 05:36:28.568231+00:00 male 26 right cartoon neutral neutral 1
bob71 2021-01-26 05:36:28.568231+00:00 male 26 right cartoon neutral neutral 1
bob71 2021-01-26 05:36:28.568231+00:00 male 26 right cartoon neutral neutral 1
bob71 2021-01-26 05:36:28.568231+00:00 male 26 right cartoon happy happy 1
bob71 2021-01-26 05:36:28.568231+00:00 male 26 right cartoon happy happy 1
bob71 2021-01-26 05:36:28.568231+00:00 male 26 right cartoon sad sad 1
bob71 2021-01-26 05:36:28.568231+00:00 male 26 right cartoon happy happy 1
bob71 2021-01-26 05:36:28.568231+00:00 male 26 right cartoon sad sad 1
bob71 2021-01-26 05:36:28.568231+00:00 male 26 right cartoon sad sad 1
bob71 2021-01-26 05:36:28.568231+00:00 male 26 right cartoon sad sad 1
bob71 2021-01-26 05:36:28.568231+00:00 male 26 right cartoon neutral neutral 1
bob71 2021-01-26 05:36:28.568231+00:00 male 26 right cartoon neutral neutral 1
bob71 2021-01-26 05:36:28.568231+00:00 male 26 right cartoon happy neutral 0
bob71 2021-01-26 05:36:28.568231+00:00 male 26 right cartoon sad sad 1
bob71 2021-01-26 05:36:28.568231+00:00 male 26 right cartoon sad sad 1
bob71 2021-01-26 05:36:28.568231+00:00 male 26 right cartoon happy happy 1
bob71 2021-01-26 05:36:28.568231+00:00 male 26 right cartoon happy happy 1
bob71 2021-01-26 05:36:28.568231+00:00 male 26 right cartoon sad sad 1
bob71 2021-01-26 05:36:28.568231+00:00 male 26 right cartoon neutral sad 0
bob71 2021-01-26 05:36:28.568231+00:00 male 26 right cartoon neutral neutral 1
bob71 2021-01-26 05:36:28.568231+00:00 male 26 right cartoon neutral neutral 1
bob71 2021-01-26 05:36:28.568231+00:00 male 26 right cartoon happy happy 1
bob71 2021-01-26 05:36:28.568231+00:00 male 26 right cartoon happy happy 1
bob71 2021-01-26 05:36:28.568231+00:00 male 26 right cartoon neutral neutral 1
bob71 2021-01-26 05:36:28.568231+00:00 male 26 right cartoon happy happy 1
bob71 2021-01-26 05:36:28.568231+00:00 male 26 right cartoon happy happy 1
bob71 2021-01-26 05:36:28.568231+00:00 male 26 right cartoon sad sad 1
bob71 2021-01-26 05:36:28.568231+00:00 male 26 right cartoon sad sad 1
